Sensor,Volcan,Timestamp_Imagen,Estado,Snapshot,Minuto_Captura
MODIS,Villarrica,2026-01-18 20:05:00,EN_BLACKBOX,2026-01-19/latest_20260119_080331.html,2026-01-18 20:05:00
MODIS,Villarrica,2026-01-18 13:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Villarrica,2026-01-18 08:05:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Villarrica,2026-01-18 06:30:00,EN_BLACKBOX,2026-01-18/latest_20260118_233934.html,2026-01-18 06:30:00
MODIS,Villarrica,2026-01-18 02:00:00,EN_BLACKBOX,2026-01-18/latest_20260118_030236.html,2026-01-18 02:00:00
MODIS,Villarrica,2026-01-17 21:05:00,EN_BLACKBOX,2026-01-17/latest_20260117_223235.html,2026-01-17 21:05:00
MODIS,Villarrica,2026-01-17 14:00:00,EN_BLACKBOX,2026-01-17/latest_20260117_153135.html,2026-01-17 14:00:00
MODIS,Llaima,2026-01-19 13:40:00,EN_BLACKBOX,2026-01-19/latest_20260119_150246.html,2026-01-19 13:40:00
MODIS,Llaima,2026-01-19 07:05:00,EN_BLACKBOX,2026-01-19/latest_20260119_091735.html,2026-01-19 07:05:00
MODIS,Llaima,2026-01-19 02:35:00,EN_BLACKBOX,2026-01-19/latest_20260119_090230.html,2026-01-19 02:35:00
MODIS,Llaima,2026-01-18 20:05:00,EN_BLACKBOX,2026-01-19/latest_20260119_080331.html,2026-01-18 20:05:00
MODIS,Llaima,2026-01-18 13:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Llaima,2026-01-18 08:05:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Llaima,2026-01-18 06:30:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Llaima,2026-01-18 02:00:00,EN_BLACKBOX,2026-01-18/latest_20260118_030236.html,2026-01-18 02:00:00
MODIS,Llaima,2026-01-17 21:05:00,EN_BLACKBOX,2026-01-17/latest_20260117_223235.html,2026-01-17 21:05:00
MODIS,Llaima,2026-01-17 14:00:00,EN_BLACKBOX,2026-01-17/latest_20260117_153135.html,2026-01-17 14:00:00
MODIS,Chaiten,2026-01-19 13:40:00,EN_BLACKBOX,2026-01-19/latest_20260119_150246.html,2026-01-19 13:40:00
MODIS,Chaiten,2026-01-19 07:10:00,EN_BLACKBOX,2026-01-19/latest_20260119_091735.html,2026-01-19 07:10:00
MODIS,Chaiten,2026-01-19 02:35:00,EN_BLACKBOX,2026-01-19/latest_20260119_090230.html,2026-01-19 02:35:00
MODIS,Chaiten,2026-01-18 20:05:00,EN_BLACKBOX,2026-01-19/latest_20260119_080331.html,2026-01-18 20:05:00
MODIS,Chaiten,2026-01-18 13:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Chaiten,2026-01-18 08:05:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Chaiten,2026-01-18 06:30:00,EN_BLACKBOX,2026-01-18/latest_20260118_233934.html,2026-01-18 06:30:00
MODIS,Chaiten,2026-01-18 02:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Chaiten,2026-01-17 21:05:00,EN_BLACKBOX,2026-01-17/latest_20260117_223235.html,2026-01-17 21:05:00
MODIS,Chaiten,2026-01-17 14:00:00,EN_BLACKBOX,2026-01-17/latest_20260117_153135.html,2026-01-17 14:00:00
MODIS,Isluga,2026-01-19 13:35:00,EN_BLACKBOX,2026-01-19/latest_20260119_150246.html,2026-01-19 13:35:00
MODIS,Isluga,2026-01-19 07:05:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Isluga,2026-01-19 01:05:00,EN_BLACKBOX,2026-01-19/latest_20260119_090230.html,2026-01-19 01:05:00
MODIS,Isluga,2026-01-18 20:10:00,EN_BLACKBOX,2026-01-19/latest_20260119_080331.html,2026-01-18 20:10:00
MODIS,Isluga,2026-01-18 12:55:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Isluga,2026-01-18 08:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Isluga,2026-01-18 02:00:00,NO_EN_BLACKBOX,N/A,N/A
MODIS,Isluga,2026-01-17 19:30:00,EN_BLACKBOX,2026-01-17/latest_20260117_213332.html,2026-01-17 19:30:00
MODIS,Isluga,2026-01-17 13:55:00,EN_BLACKBOX,2026-01-17/latest_20260117_153135.html,2026-01-17 13:55:00
MODIS,Isluga,2026-01-17 07:25:00,EN_BLACKBOX,2026-01-17/latest_20260117_094832.html,2026-01-17 07:25:00
